         TOF        Yobs       sYobs       Ycalc
     7552.78    24371.00      651.00    24589.00
     7556.55    22663.00      629.00    23792.00
     7560.33    22434.00      624.00    23110.00
     7564.12    21579.00      615.00    22528.00
     7567.90    21355.00      610.00    22032.00
     7571.68    20886.00      607.00    21609.00
     7575.46    20576.00      600.00    21248.00
     7579.25    20756.00      606.00    20941.00
     7583.03    20103.00      595.00    20678.00
     7586.83    20208.00      597.00    20325.00
     7590.62    20586.00      603.00    20149.00
     7594.42    19730.00      591.00    19998.00
     7598.22    19752.00      592.00    19869.00
     7602.02    21202.00      614.00    19759.00
     7605.81    21370.00      617.00    19665.00
     7609.61    21323.00      617.00    19585.00
     7613.42    20522.00      603.00    19515.00
     7617.24    20469.00      606.00    19456.00
     7621.04    20727.00      610.00    19405.00
     7624.85    20158.00      600.00    19361.00
     7628.66    19388.00      592.00    19324.00
     7632.48    20348.00      604.00    19291.00
     7636.29    20138.00      604.00    19263.00
     7640.10    20030.00      601.00    19239.00
     7643.93    19377.00      592.00    19217.00
     7647.76    18626.00      581.00    19199.00
     7651.59    19087.00      588.00    19182.00
     7655.41    20005.00      603.00    19168.00
     7659.24    18073.00      574.00    19156.00
     7663.07    19344.00      594.00    19145.00
     7666.90    19753.00      601.00    19135.00
     7670.73    18250.00      579.00    19126.00
     7674.56    19990.00      606.00    19118.00
     7678.40    18373.00      579.00    19080.00
     7682.24    18367.00      582.00    19077.00
     7686.09    18996.00      590.00    19074.00
     7689.93    18453.00      585.00    19071.00
     7693.77    19043.00      592.00    19069.00
     7697.62    19296.00      599.00    19066.00
     7701.46    19100.00      594.00    19063.00
     7705.32    18930.00      592.00    19061.00
     7709.18    18985.00      594.00    19058.00
     7713.02    18459.00      589.00    19055.00
     7716.87    18550.00      588.00    19053.00
     7720.73    17939.00      579.00    19050.00
     7724.58    17566.00      574.00    19047.00
     7728.46    18443.00      586.00    19044.00
     7732.33    18082.00      583.00    19042.00
     7736.19    18315.00      588.00    19039.00
     7740.05    18412.00      590.00    19036.00
     7743.92    18212.00      585.00    19034.00
     7747.80    18417.00      591.00    19031.00
     7751.67    18920.00      597.00    19028.00
     7755.55    17986.00      585.00    19026.00
     7759.42    18282.00      588.00    19023.00
     7763.31    18174.00      587.00    19021.00
     7767.19    18650.00      598.00    19018.00
     7771.06    18396.00      592.00    19015.00
     7774.95    18047.00      587.00    19013.00
     7778.84    18178.00      590.00    19010.00
     7782.73    18399.00      594.00    19007.00
     7786.62    19206.00      607.00    19005.00
     7790.51    18552.00      598.00    19002.00
     7794.41    18194.00      590.00    19000.00
     7798.32    18519.00      598.00    18997.00
     7802.21    18171.00      593.00    18994.00
     7806.11    18557.00      598.00    18992.00
     7810.02    17981.00      592.00    18989.00
     7813.92    17989.00      590.00    18987.00
     7817.83    19233.00      613.00    18984.00
     7821.73    19249.00      611.00    18981.00
     7825.65    19326.00      613.00    18979.00
     7829.56    19309.00      616.00    18976.00
     7833.46    19803.00      622.00    18974.00
     7837.38    18504.00      602.00    18971.00
     7841.30    18907.00      609.00    18968.00
     7845.22    17966.00      595.00    18966.00
     7849.14    18387.00      602.00    18963.00
     7853.08    17900.00      592.00    18961.00
     7857.02    18315.00      602.00    18958.00
     7860.94    18430.00      605.00    18956.00
     7864.85    18311.00      603.00    18953.00
     7868.79    19034.00      613.00    18951.00
     7872.73    19214.00      619.00    18948.00
     7876.66    18928.00      613.00    18946.00
     7880.61    18449.00      606.00    18943.00
     7884.55    18475.00      609.00    18941.00
     7888.48    19320.00      621.00    18938.00
     7892.44    18113.00      602.00    18936.00
     7896.39    18858.00      615.00    18933.00
     7900.34    18676.00      612.00    18931.00
     7904.29    18392.00      609.00    18928.00
     7908.24    17315.00      592.00    18926.00
     7912.19    18322.00      609.00    18923.00
     7916.14    18879.00      618.00    18921.00
     7920.09    18515.00      613.00    18918.00
     7924.06    17534.00      595.00    18916.00
     7928.02    18868.00      620.00    18913.00
     7931.99    18175.00      607.00    18911.00
     7935.96    18374.00      613.00    18908.00
     7939.92    18039.00      606.00    18906.00
     7943.89    19335.00      630.00    19009.00
     7947.85    19466.00      630.00    19014.00
     7951.84    18310.00      612.00    19020.00
     7955.82    18695.00      619.00    19028.00
     7959.80    18529.00      617.00    19036.00
     7963.78    18230.00      613.00    19046.00
     7967.76    19167.00      629.00    19058.00
     7971.74    18869.00      625.00    19077.00
     7975.72    18558.00      620.00    19094.00
     7979.71    18481.00      620.00    19114.00
     7983.69    18823.00      626.00    19140.00
     7987.68    19301.00      632.00    19173.00
     7991.68    19087.00      632.00    19219.00
     7995.68    19460.00      636.00    19290.00
     7999.67    19562.00      641.00    19415.00
     8003.67    19663.00      640.00    19656.00
     8007.68    20190.00      649.00    20158.00
     8011.68    21112.00      667.00    21214.00
     8015.68    22962.00      693.00    23396.00
     8019.69    25657.00      733.00    27745.00
     8023.70    33612.00      838.00    35611.00
     8027.71    48351.00     1005.00    48695.00
     8031.73    70444.00     1214.00    68256.00
     8035.74    98252.00     1437.00    94172.00
     8039.77   128041.00     1639.00   124286.00
     8043.79   157954.00     1832.00   154013.00
     8047.80   180194.00     1961.00   177925.00
     8051.83   190589.00     2013.00   192014.00
     8055.86   194715.00     2045.00   194767.00
     8059.89   190164.00     2015.00   187745.00
     8063.91   174024.00     1935.00   174293.00
     8067.94   159554.00     1846.00   157942.00
     8071.98   144696.00     1758.00   141234.00
     8076.03   128662.00     1658.00   125632.00
     8080.05   108322.00     1526.00   111643.00
     8084.08    97453.00     1443.00    99258.00
     8088.12    85494.00     1352.00    88451.00
     8092.17    76021.00     1276.00    79479.00
     8096.23    69562.00     1217.00    72641.00
     8100.28    66607.00     1197.00    68579.00
     8104.33    63880.00     1173.00    67894.00
     8108.37    69611.00     1226.00    70911.00
     8112.43    76616.00     1283.00    77358.00
     8116.48    86090.00     1367.00    85990.00
     8120.54    93110.00     1418.00    94716.00
     8124.60    99895.00     1476.00   101214.00
     8128.66   100319.00     1475.00   103770.00
     8132.73    99370.00     1470.00   101888.00
     8136.81    94524.00     1435.00    96276.00
     8140.88    86932.00     1377.00    88347.00
     8144.95    79918.00     1321.00    79554.00
     8149.03    69967.00     1237.00    70975.00
     8153.10    63279.00     1178.00    63225.00
     8157.17    56345.00     1112.00    56562.00
     8161.25    50485.00     1054.00    51077.00
     8165.32    44509.00      991.00    46867.00
     8169.41    42658.00      968.00    44118.00
     8173.50    43568.00      983.00    43192.00
     8177.57    45405.00     1004.00    44485.00
     8181.66    48253.00     1032.00    48269.00
     8185.76    55482.00     1108.00    54375.00
     8189.85    61262.00     1170.00    61883.00
     8193.94    68282.00     1231.00    69339.00
     8198.04    74223.00     1285.00    75014.00
     8202.15    75217.00     1295.00    77641.00
     8206.25    74622.00     1291.00    76865.00
     8210.36    72832.00     1277.00    73229.00
     8214.46    68168.00     1237.00    67786.00
     8218.56    62689.00     1187.00    61621.00
     8222.67    57570.00     1139.00    55542.00
     8226.77    52456.00     1088.00    49999.00
     8230.89    48807.00     1047.00    45141.00
     8235.01    43961.00      999.00    40824.00
     8239.11    38532.00      937.00    37353.00
     8243.23    35687.00      899.00    34421.00
     8247.37    32936.00      865.00    31955.00
     8251.49    31329.00      848.00    29905.00
     8255.61    29308.00      819.00    28216.00
     8259.74    27196.00      790.00    26866.00
     8263.88    25923.00      772.00    25884.00
     8268.01    25562.00      768.00    25401.00
     8272.15    25899.00      774.00    25631.00
     8276.28    26701.00      786.00    26928.00
     8280.41    30381.00      839.00    29724.00
     8284.55    34360.00      892.00    34357.00
     8288.68    40302.00      966.00    40821.00
     8292.83    49323.00     1065.00    48569.00
     8296.98    56115.00     1141.00    56354.00
     8301.13    63611.00     1212.00    62700.00
     8305.28    68836.00     1267.00    66385.00
     8309.43    70729.00     1281.00    66860.00
     8313.60    65861.00     1237.00    64622.00
     8317.75    61167.00     1198.00    60493.00
     8321.90    57744.00     1161.00    55467.00
     8326.06    52798.00     1111.00    50321.00
     8330.23    48086.00     1062.00    45547.00
     8334.39    43378.00     1010.00    41348.00
     8338.56    40117.00      973.00    37753.00
     8342.72    35874.00      921.00    34716.00
     8346.91    31869.00      867.00    32158.00
     8351.09    29742.00      842.00    30024.00
     8355.25    27379.00      809.00    28268.00
     8359.43    27474.00      808.00    26851.00
     8363.61    24799.00      772.00    25792.00
     8367.79    23745.00      754.00    25159.00
     8371.97    25883.00      791.00    25089.00
     8376.15    26589.00      799.00    25779.00
     8380.35    27273.00      810.00    27428.00
     8384.55    30307.00      854.00    30051.00
     8388.74    32763.00      888.00    33571.00
     8392.94    37001.00      944.00    37414.00
     8397.13    40450.00      988.00    40838.00
     8401.33    42276.00     1011.00    43130.00
     8405.52    42681.00     1016.00    43881.00
     8409.72    40860.00      996.00    43117.00
     8413.93    41658.00     1003.00    41204.00
     8418.14    37973.00      962.00    38659.00
     8422.34    34491.00      919.00    35952.00
     8426.55    32824.00      894.00    33368.00
     8430.78    30184.00      859.00    31055.00
     8434.99    29921.00      859.00    29070.00
     8439.20    27113.00      817.00    27388.00
     8443.43    25307.00      791.00    25969.00
     8447.65    25156.00      789.00    24780.00
     8451.88    24476.00      779.00    23783.00
     8456.10    23350.00      762.00    22948.00
     8460.33    22655.00      752.00    22249.00
     8464.56    22029.00      743.00    21663.00
     8468.78    21376.00      733.00    21172.00
     8473.01    21326.00      733.00    20761.00
     8477.25    19808.00      705.00    20415.00
     8481.49    20378.00      718.00    20126.00
     8485.74    19876.00      708.00    19883.00
     8489.98    20503.00      722.00    19634.00
     8494.22    19683.00      706.00    19469.00
     8498.48    19024.00      695.00    19331.00
     8502.72    18653.00      692.00    19215.00
     8506.96    19735.00      709.00    19118.00
     8511.22    19312.00      703.00    19036.00
     8515.47    19236.00      702.00    18967.00
     8519.73    19218.00      703.00    18909.00
     8523.99    18677.00      694.00    18860.00
     8528.25    19170.00      703.00    18819.00
     8532.52    19335.00      704.00    18784.00
     8536.79    19715.00      714.00    18755.00
     8541.05    19171.00      706.00    18730.00
     8545.32    19227.00      705.00    18709.00
     8549.59    19230.00      708.00    18691.00
     8553.87    18502.00      693.00    18676.00
     8558.15    18433.00      693.00    18663.00
     8562.44    18575.00      696.00    18660.00
     8566.71    18706.00      702.00    18651.00
     8570.99    18611.00      699.00    18643.00
     8575.27    18381.00      695.00    18637.00
     8579.56    18530.00      699.00    18631.00
     8583.85    17898.00      688.00    18627.00
     8588.15    18639.00      700.00    18600.00
     8592.46    18128.00      694.00    18600.00
     8596.74    19775.00      724.00    18600.00
     8601.03    19515.00      720.00    18600.00
     8605.33    19685.00      722.00    18601.00
     8609.64    19698.00      725.00    18602.00
     8613.94    18818.00      708.00    18605.00
     8618.26    18038.00      694.00    18611.00
     8622.56    19290.00      720.00    18621.00
     8626.86    19243.00      718.00    18643.00
     8631.18    17854.00      693.00    18691.00
     8635.50    18139.00      699.00    18961.00
     8639.82    18689.00      710.00    19186.00
     8644.14    19166.00      720.00    19613.00
     8648.46    20377.00      742.00    20368.00
     8652.77    22365.00      777.00    21587.00
     8657.11    22588.00      779.00    23360.00
     8661.44    24837.00      820.00    25628.00
     8665.78    28152.00      870.00    28146.00
     8670.11    29282.00      891.00    30504.00
     8674.44    31516.00      921.00    32260.00
     8678.78    31177.00      920.00    33117.00
     8683.11    32711.00      940.00    33032.00
     8687.46    31274.00      921.00    32197.00
     8691.81    31063.00      919.00    30941.00
     8696.16    29482.00      897.00    29619.00
     8700.51    28583.00      884.00    28570.00
     8704.85    28317.00      881.00    28188.00
     8709.20    29129.00      894.00    29094.00
     8713.55    32904.00      950.00    32375.00
     8717.90    38338.00     1026.00    39808.00
     8722.27    52848.00     1199.00    53913.00
     8726.63    78245.00     1465.00    77293.00
     8731.00   114377.00     1768.00   111464.00
     8735.36   158772.00     2096.00   155209.00
     8739.72   211339.00     2419.00   203544.00
     8744.10   253563.00     2659.00   248499.00
     8748.47   271506.00     2766.00   281139.00
     8752.83   283836.00     2823.00   295935.00
     8757.21   281774.00     2816.00   292117.00
     8761.59   271718.00     2767.00   273408.00
     8765.97   241231.00     2606.00   245819.00
     8770.35   215135.00     2460.00   215108.00
     8774.75   187502.00     2288.00   185218.00
     8779.14   155675.00     2092.00   158365.00
     8783.52   132480.00     1930.00   135305.00
     8787.92   111316.00     1764.00   115789.00
     8792.31    93878.00     1627.00    99471.00
     8796.71    82988.00     1526.00    85875.00
     8801.10    69545.00     1403.00    74567.00
     8805.49    60915.00     1311.00    65163.00
     8809.91    55747.00     1256.00    57318.00
     8814.32    49123.00     1181.00    50809.00
     8818.73    43557.00     1114.00    45394.00
     8823.14    40657.00     1078.00    40893.00
     8827.55    37170.00     1032.00    37151.00
     8831.96    36190.00     1020.00    34040.00
     8836.37    33797.00      988.00    31451.00
     8840.79    29926.00      928.00    29291.00
     8845.22    28061.00      904.00    27496.00
     8849.63    26772.00      884.00    26008.00
     8854.05    25953.00      869.00    24767.00
     8858.48    24638.00      851.00    23736.00
     8862.90    23485.00      830.00    22879.00
     8867.35    23205.00      826.00    22153.00
     8871.79    21910.00      804.00    21564.00
     8876.23    21918.00      805.00    21079.00
     8880.65    22334.00      817.00    20687.00
     8885.08    21174.00      794.00    20383.00
     8889.54    21387.00      796.00    20176.00
     8893.99    21126.00      795.00    20103.00
     8898.43    21398.00      801.00    20233.00
     8902.87    22128.00      815.00    20671.00
     8907.33    22311.00      816.00    21548.00
     8911.79    23729.00      845.00    22965.00
     8916.24    25805.00      878.00    24913.00
     8920.70    27209.00      905.00    27211.00
     8925.15    30098.00      949.00    29496.00
     8929.62    31269.00      968.00    31330.00
     8934.10    30496.00      957.00    32346.00
     8938.55    29942.00      953.00    32159.00
     8943.01    30082.00      953.00    31446.00
     8947.48    29974.00      952.00    30180.00
     8951.97    28448.00      926.00    28663.00
     8956.45    27187.00      910.00    27137.00
     8960.93    24111.00      860.00    25745.00
     8965.40    23786.00      855.00    24535.00
     8969.88    23281.00      844.00    23508.00
     8974.37    23210.00      847.00    22651.00
     8978.86    22169.00      827.00    21938.00
     8983.34    21497.00      818.00    21348.00
     8987.83    20985.00      807.00    20858.00
     8992.33    19263.00      775.00    20451.00
     8996.83    20799.00      806.00    20114.00
     9001.34    19915.00      790.00    19834.00
     9005.84    19354.00      780.00    19603.00
     9010.34    19750.00      789.00    19411.00
     9014.84    18948.00      774.00    19252.00
     9019.35    18960.00      775.00    19121.00
     9023.85    18828.00      774.00    19011.00
     9028.37    19294.00      781.00    18921.00
     9032.88    18361.00      766.00    18845.00
     9037.40    18210.00      761.00    18783.00
     9041.92    18792.00      777.00    18731.00
     9046.43    18176.00      763.00    18688.00
     9050.97    18721.00      774.00    18652.00
     9055.49    17793.00      759.00    18623.00
     9060.00    18458.00      771.00    18598.00
     9064.54    18551.00      774.00    18578.00
     9069.07    18802.00      780.00    18560.00
     9073.60    20088.00      806.00    18546.00
     9078.13    19185.00      789.00    18534.00
     9082.68    18664.00      777.00    18524.00
     9087.23    18141.00      770.00    18516.00
     9091.76    18701.00      783.00    18509.00
     9096.31    18654.00      780.00    18503.00
     9100.86    18411.00      779.00    18498.00
     9105.41    18678.00      782.00    18494.00
     9109.97    18308.00      776.00    18490.00
     9114.52    18707.00      787.00    18487.00
     9119.07    18813.00      788.00    18485.00
     9123.63    19872.00      810.00    18471.00
     9128.19    20299.00      819.00    18470.00
     9132.76    19151.00      797.00    18470.00
     9137.32    19072.00      797.00    18470.00
     9141.90    19038.00      794.00    18469.00
     9146.48    18031.00      778.00    18469.00
     9151.04    18567.00      790.00    18469.00
     9155.62    19272.00      802.00    18469.00
     9160.20    19761.00      815.00    18593.00
     9164.78    17577.00      770.00    18602.00
     9169.36    18400.00      790.00    18612.00
     9173.93    18092.00      782.00    18623.00
     9178.53    17858.00      778.00    18636.00
     9183.12    19165.00      806.00    18651.00
     9187.72    18893.00      801.00    18668.00
     9192.31    17945.00      783.00    18687.00
     9196.90    18922.00      804.00    18709.00
     9201.50    18617.00      799.00    18736.00
     9206.09    17890.00      785.00    18768.00
     9210.70    18602.00      798.00    18810.00
     9215.31    19365.00      817.00    18866.00
     9219.92    20027.00      828.00    18952.00
     9224.53    19289.00      817.00    19099.00
     9229.14    20030.00      830.00    19380.00
     9233.75    19352.00      820.00    19958.00
     9238.36    19595.00      824.00    21180.00
     9242.98    22375.00      879.00    23736.00
     9247.61    27195.00      967.00    28815.00
     9252.23    36598.00     1118.00    38196.00
     9256.86    52128.00     1332.00    53995.00
     9261.48    80224.00     1651.00    77882.00
     9266.12   115645.00     1978.00   109977.00
     9270.76   154503.00     2298.00   147400.00
     9275.39   193726.00     2580.00   184314.00
     9280.03   223429.00     2768.00   213941.00
     9284.67   233913.00     2845.00   230498.00
     9289.31   233542.00     2837.00   231950.00
     9293.96   221882.00     2767.00   220196.00
     9298.60   206082.00     2677.00   199875.00
     9303.24   182760.00     2514.00   175695.00
     9307.90   157265.00     2333.00   151414.00
     9312.55   130315.00     2125.00   129314.00
     9317.21   110575.00     1959.00   110223.00
     9321.86    93398.00     1802.00    94184.00
     9326.53    78515.00     1649.00    80842.00
     9331.20    66631.00     1527.00    69843.00
     9335.86    60309.00     1455.00    60821.00
     9340.53    52969.00     1362.00    53379.00
     9345.20    44707.00     1259.00    47264.00
     9349.87    44888.00     1258.00    42248.00
     9354.54    41246.00     1213.00    38140.00
     9359.21    36770.00     1144.00    34799.00
     9363.90    34473.00     1110.00    32120.00
     9368.58    31423.00     1062.00    30084.00
     9373.27    29892.00     1038.00    28771.00
     9377.95    29579.00     1034.00    28449.00
     9382.64    30720.00     1054.00    29679.00
     9387.33    33905.00     1107.00    33385.00
     9392.03    42911.00     1240.00    40817.00
     9396.73    54272.00     1398.00    53122.00
     9401.41    74683.00     1639.00    70608.00
     9406.12    96921.00     1862.00    92230.00
     9410.83   115670.00     2036.00   115000.00
     9415.53   132042.00     2186.00   134538.00
     9420.23   145591.00     2291.00   147008.00
     9424.95   146378.00     2300.00   150389.00
     9429.67   142075.00     2268.00   145132.00
     9434.38   134078.00     2206.00   133662.00
     9439.10   121433.00     2101.00   119035.00
     9443.82   107633.00     1980.00   103850.00
     9448.53    92908.00     1842.00    89741.00
     9453.25    80769.00     1720.00    77423.00
     9457.98    68312.00     1579.00    66999.00
     9462.71    57913.00     1462.00    58356.00
     9467.45    51059.00     1371.00    51236.00
     9472.18    46369.00     1313.00    45386.00
     9476.91    39829.00     1217.00    40585.00
     9481.66    37513.00     1183.00    36474.00
     9486.40    35522.00     1153.00    33253.00
     9491.15    30814.00     1078.00    30612.00
     9495.90    29986.00     1065.00    28447.00
     9500.64    28210.00     1035.00    26671.00
     9505.39    26756.00     1010.00    25214.00
     9510.14    24651.00      972.00    24020.00
     9514.89    24730.00      975.00    23040.00
     9519.65    22581.00      931.00    22234.00
     9524.41    22331.00      931.00    21573.00
     9529.17    22279.00      928.00    21031.00
     9533.94    22091.00      928.00    20587.00
     9538.70    21176.00      908.00    20222.00
     9543.48    22140.00      928.00    19922.00
     9548.25    20956.00      905.00    19676.00
     9553.02    21446.00      919.00    19475.00
     9557.78    20926.00      907.00    19309.00
     9562.57    20866.00      904.00    19173.00
     9567.37    19728.00      884.00    19061.00
     9572.14    18775.00      864.00    18969.00
     9576.92    19313.00      877.00    18894.00
     9581.71    18594.00      860.00    18832.00
     9586.51    18861.00      869.00    18781.00
     9591.30    20144.00      895.00    18739.00
     9596.09    20455.00      905.00    18704.00
     9600.89    20450.00      904.00    18676.00
     9605.69    20706.00      910.00    18653.00
     9610.50    20961.00      916.00    18634.00
     9615.30    21622.00      934.00    18618.00
     9620.09    19707.00      892.00    18510.00
     9624.91    19613.00      888.00    18511.00
     9629.74    20138.00      903.00    18512.00
     9634.54    19672.00      895.00    18513.00
     9639.35    19697.00      896.00    18515.00
     9644.18    19070.00      881.00    18516.00
     9649.00    18324.00      868.00    18517.00
     9653.83    17790.00      854.00    18518.00
     9658.65    17948.00      862.00    18519.00
     9663.47    19272.00      889.00    18520.00
     9668.31    19930.00      905.00    18522.00
     9673.15    19981.00      907.00    18523.00
     9677.99    19186.00      891.00    18524.00
     9682.83    19025.00      888.00    18526.00
     9687.67    18280.00      873.00    18527.00
     9692.51    19456.00      900.00    18528.00
     9697.34    18819.00      887.00    18529.00
     9702.20    19442.00      899.00    18531.00
     9707.05    20258.00      920.00    18532.00
     9711.91    18822.00      887.00    18533.00
     9716.76    18680.00      888.00    18535.00
     9721.62    18609.00      885.00    18536.00
     9726.49    18304.00      879.00    18538.00
     9731.36    19113.00      898.00    18539.00
     9736.21    19357.00      907.00    18541.00
     9741.06    18487.00      886.00    18542.00
     9745.95    18770.00      891.00    18543.00
     9750.83    18463.00      888.00    18545.00
     9755.70    19383.00      909.00    18546.00
     9760.57    17710.00      873.00    18548.00
     9765.46    18772.00      895.00    18549.00
     9770.34    19739.00      920.00    18551.00
     9775.23    18887.00      900.00    18553.00
     9780.11    18424.00      893.00    18554.00
     9785.00    18088.00      884.00    18556.00
     9789.90    17448.00      870.00    18557.00
     9794.80    17748.00      878.00    18559.00
     9799.70    17299.00      869.00    18561.00
     9804.60    18723.00      903.00    18562.00
     9809.50    19739.00      926.00    18564.00
     9814.40    17471.00      876.00    18566.00
     9819.30    18118.00      892.00    18567.00
     9824.20    18218.00      895.00    18569.00
     9829.12    17382.00      874.00    18571.00
     9834.03    17184.00      873.00    18572.00
     9838.95    18600.00      905.00    18574.00
     9843.88    18852.00      911.00    18576.00
     9848.79    19270.00      925.00    18578.00
     9853.71    18054.00      895.00    18580.00
     9858.64    18437.00      905.00    18581.00
     9863.57    18147.00      900.00    18583.00
     9868.50    19800.00      938.00    18585.00
     9873.43    18403.00      908.00    18587.00
     9878.38    19151.00      923.00    18589.00
     9883.33    18862.00      921.00    18591.00
     9888.26    17790.00      897.00    18592.00
     9893.20    18446.00      910.00    18594.00
     9898.15    19952.00      949.00    18596.00
     9903.10    18185.00      907.00    18598.00
     9908.06    19153.00      930.00    18600.00
     9913.00    18875.00      928.00    18602.00
     9917.95    18905.00      927.00    18604.00
     9922.91    18358.00      915.00    18606.00
     9927.87    19037.00      932.00    18608.00
     9932.83    18211.00      914.00    18610.00
     9937.81    16745.00      877.00    18612.00
     9942.79    17739.00      905.00    18614.00
     9947.75    17134.00      892.00    18616.00
     9952.73    17822.00      907.00    18618.00
     9957.70    19131.00      941.00    18621.00
     9962.68    18461.00      924.00    18623.00
     9967.67    17806.00      910.00    18625.00
     9972.65    17624.00      909.00    18627.00
     9977.63    18724.00      934.00    18629.00
     9982.62    19053.00      942.00    18631.00
     9987.61    18499.00      931.00    18633.00
     9992.60    17323.00      904.00    18636.00
     9997.59    17850.00      918.00    18638.00
    10002.60    17823.00      915.00    18640.00
    10007.61    18527.00      936.00    18642.00
    10012.60    17755.00      919.00    18645.00
    10017.61    18731.00      940.00    18647.00
    10022.62    17820.00      923.00    18649.00
    10027.62    18098.00      928.00    18651.00
    10032.65    18247.00      933.00    18654.00
    10037.67    18418.00      938.00    18656.00
    10042.69    19093.00      955.00    18658.00
    10047.72    19789.00      972.00    18661.00
    10052.74    18606.00      946.00    18663.00
    10057.76    18200.00      937.00    18666.00
    10062.78    18177.00      938.00    18668.00
    10067.81    18274.00      942.00    18670.00
    10072.84    18364.00      942.00    18673.00
    10077.88    16782.00      908.00    18675.00
    10082.92    17764.00      930.00    18678.00
    10087.97    19211.00      966.00    18680.00
    10093.01    17359.00      926.00    18683.00
    10098.05    17775.00      934.00    18685.00
    10103.10    17244.00      922.00    18688.00
    10108.16    19181.00      970.00    18690.00
    10113.21    18432.00      954.00    18706.00
    10118.26    18098.00      947.00    18709.00
    10123.32    18377.00      955.00    18713.00
    10128.39    17782.00      939.00    18717.00
    10133.45    18663.00      964.00    18721.00
    10138.52    19224.00      976.00    18725.00
    10143.59    18703.00      968.00    18730.00
    10148.66    18678.00      966.00    18734.00
    10153.73    18667.00      970.00    18739.00
    10158.80    18730.00      970.00    18745.00
    10163.88    19031.00      978.00    18751.00
    10168.97    18356.00      963.00    18759.00
    10174.05    19702.00      997.00    18768.00
    10179.13    19783.00     1000.00    18781.00
    10184.23    19339.00      988.00    18802.00
    10189.33    18674.00      976.00    18841.00
    10194.42    18492.00      973.00    18919.00
    10199.52    18967.00      983.00    19082.00
    10204.62    18390.00      973.00    19415.00
    10209.71    20112.00     1013.00    20272.00
    10214.83    22192.00     1062.00    21464.00
    10219.93    26112.00     1151.00    23402.00
    10225.03    26878.00     1165.00    26233.00
    10230.14    29419.00     1218.00    29889.00
    10235.26    30605.00     1243.00    33956.00
    10240.37    35384.00     1334.00    37745.00
    10245.50    37486.00     1369.00    40508.00
    10250.63    36894.00     1364.00    41717.00
    10255.75    37870.00     1383.00    41304.00
    10260.88    39157.00     1404.00    39608.00
    10266.01    33585.00     1309.00    37183.00
    10271.14    33539.00     1306.00    34564.00
    10276.28    32114.00     1281.00    32146.00
    10281.43    30034.00     1243.00    30204.00
    10286.56    27758.00     1202.00    28983.00
    10291.69    27086.00     1187.00    28871.00
    10296.85    27862.00     1200.00    30693.00
    10302.01    31320.00     1275.00    36003.00
    10307.15    42326.00     1475.00    47288.00
    10312.30    61301.00     1768.00    67915.00
    10317.46    99387.00     2240.00   101292.00
    10322.62   160151.00     2853.00   148770.00
    10327.78   221835.00     3354.00   207650.00
    10332.94   281861.00     3802.00   270046.00
    10338.10   336769.00     4155.00   324414.00
    10343.28   365970.00     4340.00   359725.00
    10348.45   372650.00     4386.00   369648.00
    10353.63   354005.00     4278.00   355210.00
    10358.81   327318.00     4116.00   323077.00
    10363.98   288264.00     3864.00   281976.00
    10369.16   244160.00     3557.00   239424.00
    10374.35   201605.00     3225.00   200064.00
    10379.54   167779.00     2953.00   166129.00
    10384.72   137202.00     2674.00   138014.00
    10389.91   113480.00     2429.00   115007.00
    10395.11    94604.00     2223.00    96344.00
    10400.31    78988.00     2042.00    81341.00
    10405.50    66961.00     1880.00    69252.00
    10410.70    60335.00     1789.00    59489.00
    10415.91    52942.00     1681.00    51628.00
    10421.12    44873.00     1554.00    45301.00
    10426.32    39825.00     1469.00    40207.00
    10431.54    35583.00     1389.00    36094.00
    10436.77    34306.00     1371.00    32784.00
    10441.97    31286.00     1314.00    30128.00
    10447.20    29601.00     1278.00    27982.00
    10452.43    26431.00     1213.00    26234.00
    10457.65    26438.00     1218.00    24846.00
    10462.88    22129.00     1120.00    23727.00
    10468.11    24421.00     1174.00    22824.00
    10473.35    24184.00     1170.00    22096.00
    10478.59    22929.00     1143.00    21510.00
    10483.82    20270.00     1081.00    21038.00
    10489.06    19527.00     1064.00    20657.00
    10494.30    20798.00     1097.00    20350.00
    10499.55    20322.00     1084.00    20102.00
    10504.80    19963.00     1080.00    19901.00
    10510.06    20021.00     1080.00    19739.00
    10515.31    19454.00     1070.00    19609.00
    10520.56    21568.00     1120.00    19503.00
    10525.83    21289.00     1115.00    19418.00
    10531.10    19283.00     1067.00    19349.00
    10536.37    18509.00     1049.00    19293.00
    10541.63    18200.00     1042.00    19248.00
    10546.90    20029.00     1091.00    19212.00
    10552.17    19789.00     1086.00    18958.00
    10557.45    18770.00     1059.00    18962.00
    10562.73    19431.00     1080.00    18965.00
    10568.00    19617.00     1087.00    18969.00
    10573.29    18767.00     1063.00    18973.00
    10578.58    18358.00     1054.00    18976.00
    10583.87    19458.00     1087.00    18980.00
    10589.15    20702.00     1117.00    18984.00
    10594.45    20803.00     1121.00    18987.00
    10599.75    19830.00     1098.00    18991.00
    10605.04    18055.00     1054.00    18995.00
    10610.34    18061.00     1055.00    18999.00
    10615.66    18643.00     1069.00    19002.00
    10620.97    19006.00     1083.00    19006.00
    10626.29    18926.00     1080.00    19010.00
    10631.60    17177.00     1038.00    19014.00
    10636.91    17927.00     1057.00    19018.00
    10642.23    19625.00     1106.00    19021.00
