         TOF        Yobs       sYobs       Ycalc
     4758.97    42893.00      492.00    42474.00
     4761.34    46890.00      518.00    46952.00
     4763.71    51889.00      543.00    52084.00
     4766.10    58272.00      577.00    58047.00
     4768.49    65738.00      614.00    64759.00
     4770.88    72370.00      646.00    71765.00
     4773.27    80605.00      683.00    78210.00
     4775.64    84531.00      705.00    83074.00
     4778.02    86919.00      712.00    85670.00
     4780.42    86587.00      706.00    85905.00
     4782.83    84967.00      704.00    84097.00
     4785.21    82524.00      694.00    81127.00
     4787.60    79343.00      680.00    77739.00
     4789.99    75497.00      663.00    74494.00
     4792.38    73276.00      654.00    71624.00
     4794.77    69381.00      636.00    69068.00
     4797.17    66797.00      620.00    66601.00
     4799.58    63411.00      608.00    64022.00
     4801.98    61175.00      593.00    61185.00
     4804.39    58929.00      586.00    58178.00
     4806.77    54452.00      563.00    55098.00
     4809.18    52168.00      548.00    52041.00
     4811.58    49363.00      536.00    49169.00
     4813.99    46955.00      520.00    46494.00
     4816.41    44016.00      503.00    44054.00
     4818.81    42533.00      498.00    41875.00
     4821.22    40365.00      482.00    39927.00
     4823.63    38520.00      471.00    38178.00
     4826.04    38145.00      472.00    36627.00
     4828.44    35990.00      456.00    35242.00
     4830.86    34637.00      447.00    34002.00
     4833.28    33285.00      438.00    32898.00
     4835.70    32606.00      434.00    31917.00
     4838.12    31302.00      426.00    31046.00
     4840.54    30483.00      420.00    30278.00
     4842.96    30140.00      418.00    29612.00
     4845.38    29891.00      417.00    29050.00
     4847.80    30070.00      418.00    28622.00
     4850.22    29875.00      417.00    28336.00
     4852.64    28778.00      409.00    28240.00
     4855.07    28602.00      406.00    28448.00
     4857.51    29496.00      415.00    29070.00
     4859.93    30499.00      423.00    30286.00
     4862.36    32809.00      436.00    32353.00
     4864.80    36169.00      461.00    35526.00
     4867.23    40407.00      485.00    39951.00
     4869.67    46829.00      527.00    45529.00
     4872.10    53607.00      562.00    51770.00
     4874.54    59499.00      596.00    57843.00
     4876.97    64242.00      617.00    62790.00
     4879.41    67691.00      638.00    65875.00
     4881.84    68639.00      639.00    66826.00
     4884.29    68519.00      639.00    65850.00
     4886.74    65679.00      626.00    63484.00
     4889.18    62456.00      614.00    60384.00
     4891.61    59653.00      596.00    57081.00
     4894.06    55740.00      576.00    53925.00
     4896.51    53292.00      564.00    51221.00
     4898.96    51194.00      553.00    49174.00
     4901.41    49330.00      543.00    47956.00
     4903.86    48676.00      539.00    47654.00
     4906.31    48897.00      541.00    48333.00
     4908.76    50851.00      552.00    49766.00
     4911.21    52680.00      563.00    51571.00
     4913.66    54036.00      570.00    53268.00
     4916.13    54966.00      572.00    54443.00
     4918.59    56862.00      586.00    54777.00
     4921.04    56211.00      583.00    54505.00
     4923.51    54430.00      571.00    53717.00
     4925.98    54359.00      574.00    52649.00
     4928.44    53724.00      567.00    51482.00
     4930.90    52012.00      562.00    50316.00
     4933.37    51085.00      554.00    49192.00
     4935.84    49411.00      548.00    48133.00
     4938.30    48437.00      540.00    47161.00
     4940.77    47614.00      539.00    46288.00
     4943.23    45872.00      526.00    45616.00
     4945.71    44908.00      520.00    45190.00
     4948.18    44175.00      519.00    45056.00
     4950.65    44301.00      517.00    45175.00
     4953.12    44491.00      519.00    45408.00
     4955.61    44208.00      518.00    45529.00
     4958.09    44056.00      517.00    45317.00
     4960.57    43423.00      514.00    44647.00
     4963.05    42183.00      506.00    43525.00
     4965.53    41550.00      503.00    42063.00
     4968.01    39644.00      491.00    40422.00
     4970.49    39220.00      489.00    38748.00
     4972.97    37029.00      475.00    37142.00
     4975.47    35694.00      464.00    35648.00
     4977.96    34267.00      457.00    34295.00
     4980.44    33629.00      453.00    33095.00
     4982.92    32005.00      443.00    32019.00
     4985.42    31059.00      434.00    31053.00
     4987.92    30047.00      429.00    30194.00
     4990.41    29733.00      425.00    29428.00
     4992.91    29137.00      423.00    28746.00
     4995.40    28479.00      416.00    28139.00
     4997.90    27917.00      415.00    27598.00
     5000.40    28106.00      414.00    27116.00
     5002.89    27214.00      410.00    26686.00
     5005.39    26872.00      405.00    26304.00
     5007.90    26618.00      404.00    25956.00
     5010.41    26240.00      401.00    25652.00
     5012.92    25963.00      399.00    25382.00
     5015.42    26140.00      403.00    25144.00
     5017.92    25133.00      393.00    24936.00
     5020.43    25619.00      397.00    24776.00
     5022.94    25377.00      396.00    24565.00
     5025.45    25433.00      396.00    24487.00
     5027.96    24735.00      391.00    24493.00
     5030.47    25112.00      394.00    24632.00
     5033.00    25389.00      394.00    24970.00
     5035.53    25812.00      400.00    25572.00
     5038.04    26656.00      407.00    26467.00
     5040.55    27798.00      416.00    27647.00
     5043.08    28773.00      421.00    28959.00
     5045.60    30061.00      434.00    30221.00
     5048.11    30719.00      439.00    31220.00
     5050.64    31341.00      441.00    31819.00
     5053.17    31632.00      446.00    31968.00
     5055.69    31493.00      443.00    31729.00
     5058.22    30949.00      442.00    31249.00
     5060.75    30423.00      436.00    30590.00
     5063.29    29236.00      427.00    29979.00
     5065.82    28559.00      425.00    29503.00
     5068.34    28665.00      424.00    29288.00
     5070.88    28648.00      424.00    29513.00
     5073.41    30151.00      438.00    30395.00
     5075.94    31948.00      448.00    32152.00
     5078.48    34365.00      466.00    34976.00
     5081.02    38785.00      495.00    38826.00
     5083.56    42872.00      522.00    43349.00
     5086.11    47016.00      547.00    47991.00
     5088.65    51447.00      573.00    52220.00
     5091.19    54859.00      593.00    55701.00
     5093.73    58010.00      611.00    58510.00
     5096.29    61668.00      627.00    61072.00
     5098.85    64043.00      643.00    63846.00
     5101.39    67821.00      663.00    67051.00
     5103.93    70530.00      677.00    70519.00
     5106.49    73823.00      690.00    73859.00
     5109.05    76331.00      706.00    76559.00
     5111.60    78192.00      711.00    78474.00
     5114.16    78781.00      719.00    79849.00
     5116.72    80631.00      724.00    81118.00
     5119.27    82781.00      738.00    82585.00
     5121.83    84637.00      743.00    84183.00
     5124.39    86323.00      756.00    85498.00
     5126.95    85320.00      747.00    86048.00
     5129.52    84513.00      744.00    85627.00
     5132.08    82900.00      742.00    84532.00
     5134.63    82245.00      735.00    83494.00
     5137.21    83063.00      739.00    83401.00
     5139.78    83408.00      741.00    84952.00
     5142.35    86983.00      758.00    88291.00
     5144.92    92029.00      781.00    92873.00
     5147.50    96348.00      801.00    97604.00
     5150.07    98700.00      811.00   101204.00
     5152.64    99199.00      814.00   102694.00
     5155.22    98647.00      812.00   101705.00
     5157.79    95872.00      801.00    98516.00
     5160.38    92416.00      782.00    93804.00
     5162.96    87399.00      764.00    88414.00
     5165.54    82735.00      743.00    83051.00
     5168.12    77152.00      713.00    78029.00
     5170.71    72674.00      696.00    73483.00
     5173.29    69392.00      680.00    69349.00
     5175.87    65512.00      657.00    65438.00
     5178.46    61552.00      640.00    61660.00
     5181.05    57506.00      615.00    57986.00
     5183.65    54443.00      599.00    54430.00
     5186.24    51260.00      585.00    51094.00
     5188.83    48412.00      565.00    48014.00
     5191.43    45490.00      548.00    45201.00
     5194.02    42178.00      530.00    42691.00
     5196.61    41042.00      520.00    40436.00
     5199.21    39366.00      510.00    38433.00
     5201.81    36260.00      489.00    36656.00
     5204.42    35036.00      481.00    35081.00
     5207.02    34088.00      475.00    33687.00
     5209.62    32988.00      468.00    32462.00
     5212.23    32605.00      465.00    31395.00
     5214.83    31388.00      457.00    30492.00
     5217.43    30464.00      450.00    29770.00
     5220.04    29343.00      442.00    29267.00
     5222.66    29295.00      439.00    29032.00
     5225.27    29577.00      444.00    29122.00
     5227.88    29690.00      446.00    29570.00
     5230.50    31272.00      455.00    30375.00
     5233.12    32267.00      465.00    31469.00
     5235.73    33220.00      470.00    32727.00
     5238.35    34544.00      482.00    33936.00
     5240.97    35094.00      484.00    35019.00
     5243.59    35518.00      490.00    35760.00
     5246.21    35121.00      485.00    36052.00
     5248.83    34991.00      487.00    35884.00
     5251.44    35310.00      487.00    35297.00
     5254.08    33466.00      474.00    34415.00
     5256.71    33057.00      472.00    33314.00
     5259.35    31734.00      462.00    32241.00
     5261.96    30813.00      458.00    31212.00
     5264.58    29669.00      448.00    30259.00
     5267.22    28797.00      441.00    29391.00
     5269.85    27363.00      430.00    28615.00
     5272.48    27225.00      429.00    27924.00
     5275.13    27101.00      426.00    27244.00
     5277.78    26830.00      427.00    26702.00
     5280.42    26097.00      421.00    26224.00
     5283.05    25568.00      417.00    25802.00
     5285.69    24879.00      412.00    25432.00
     5288.34    24746.00      409.00    25117.00
     5290.98    24234.00      407.00    24860.00
     5293.62    24634.00      411.00    24687.00
     5296.27    24353.00      406.00    24639.00
     5298.92    24561.00      411.00    24733.00
     5301.56    24268.00      406.00    25168.00
     5304.21    25935.00      423.00    26088.00
     5306.86    27402.00      433.00    27544.00
     5309.53    29410.00      449.00    29547.00
     5312.18    31562.00      468.00    31915.00
     5314.83    33846.00      482.00    34350.00
     5317.49    36558.00      502.00    36451.00
     5320.16    37812.00      511.00    37866.00
     5322.82    38086.00      513.00    38421.00
     5325.48    37906.00      512.00    38189.00
     5328.15    37508.00      510.00    37357.00
     5330.81    36684.00      505.00    36180.00
     5333.48    34846.00      492.00    34884.00
     5336.14    33515.00      483.00    33633.00
     5338.81    32827.00      478.00    32534.00
     5341.47    32324.00      475.00    31663.00
     5344.14    31888.00      472.00    31072.00
     5346.82    31015.00      463.00    30797.00
     5349.50    30646.00      463.00    30834.00
     5352.16    31124.00      467.00    31114.00
     5354.84    31410.00      467.00    31510.00
     5357.52    31642.00      472.00    31861.00
     5360.20    31737.00      470.00    32035.00
     5362.88    31217.00      469.00    31984.00
     5365.56    31448.00      469.00    31769.00
     5368.24    30966.00      468.00    31551.00
     5370.92    31144.00      467.00    31541.00
     5373.62    31886.00      473.00    31956.00
     5376.29    32385.00      480.00    32928.00
     5378.98    34379.00      492.00    34454.00
     5381.67    36904.00      511.00    36358.00
     5384.37    37191.00      513.00    38283.00
     5387.06    39389.00      529.00    39814.00
     5389.75    40031.00      533.00    40658.00
     5392.45    40918.00      540.00    40686.00
     5395.15    40299.00      536.00    39976.00
     5397.84    38572.00      525.00    38769.00
     5400.54    37830.00      520.00    37294.00
     5403.23    36715.00      513.00    35752.00
     5405.94    34879.00      497.00    34259.00
     5408.65    33531.00      490.00    32883.00
     5411.35    32050.00      480.00    31652.00
     5414.06    30374.00      465.00    30549.00
     5416.77    29399.00      460.00    29571.00
     5419.46    28311.00      452.00    28709.00
     5422.17    27067.00      439.00    27941.00
     5424.88    26006.00      433.00    27261.00
     5427.59    25467.00      427.00    26659.00
     5430.32    25857.00      430.00    26124.00
     5433.03    25761.00      432.00    25653.00
     5435.74    24502.00      419.00    25238.00
     5438.47    23533.00      411.00    24872.00
     5441.19    23788.00      414.00    24555.00
     5443.90    23742.00      416.00    24292.00
     5446.61    23397.00      411.00    24088.00
     5449.34    23048.00      408.00    23959.00
     5452.06    23031.00      409.00    23927.00
     5454.79    23344.00      412.00    24015.00
     5457.52    23305.00      412.00    24222.00
     5460.26    23642.00      413.00    24532.00
     5463.00    24022.00      419.00    24893.00
     5465.73    24145.00      420.00    25226.00
     5468.45    25197.00      429.00    25459.00
     5471.18    25160.00      429.00    25520.00
     5473.92    24936.00      425.00    25459.00
     5476.66    25312.00      431.00    25274.00
     5479.40    24849.00      425.00    25011.00
     5482.14    24224.00      423.00    24714.00
     5484.88    24455.00      423.00    24416.00
     5487.62    23386.00      416.00    24136.00
     5490.36    24127.00      420.00    23881.00
     5493.10    22745.00      411.00    23654.00
     5495.85    22684.00      408.00    23453.00
     5498.60    23157.00      413.00    23278.00
     5501.36    22112.00      404.00    23131.00
     5504.12    22950.00      412.00    23018.00
     5506.86    22353.00      409.00    22954.00
     5509.60    22802.00      411.00    22959.00
     5512.35    23357.00      416.00    23058.00
     5515.11    23510.00      418.00    23306.00
     5517.87    23667.00      420.00    23715.00
     5520.62    23966.00      423.00    24272.00
     5523.40    24993.00      430.00    24924.00
     5526.17    24637.00      429.00    25568.00
     5528.92    24994.00      433.00    26093.00
     5531.68    25733.00      439.00    26403.00
     5534.45    25464.00      435.00    26473.00
     5537.22    25513.00      438.00    26329.00
     5539.98    24614.00      431.00    26009.00
     5542.75    24759.00      430.00    25637.00
     5545.52    25713.00      441.00    25242.00
     5548.29    24682.00      430.00    24860.00
     5551.08    24510.00      429.00    24505.00
     5553.85    23997.00      427.00    24191.00
     5556.62    23614.00      422.00    23909.00
     5559.41    22834.00      415.00    23658.00
     5562.18    22936.00      418.00    23439.00
     5564.96    22455.00      412.00    23246.00
     5567.74    21896.00      407.00    23078.00
     5570.53    22068.00      409.00    22938.00
     5573.32    22751.00      416.00    22832.00
     5576.10    22148.00      411.00    22776.00
     5578.89    21926.00      409.00    22805.00
     5581.68    22301.00      413.00    22973.00
     5584.46    23399.00      423.00    23361.00
     5587.27    23356.00      421.00    24066.00
     5590.07    24498.00      434.00    25157.00
     5592.86    26772.00      454.00    26621.00
     5595.64    27486.00      460.00    28346.00
     5598.45    28756.00      469.00    30112.00
     5601.25    29964.00      481.00    31624.00
     5604.05    30930.00      487.00    32649.00
     5606.85    31487.00      494.00    33094.00
     5609.65    32614.00      501.00    33033.00
     5612.46    31556.00      496.00    32653.00
     5615.26    31655.00      494.00    32177.00
     5618.08    30685.00      487.00    31779.00
     5620.88    31372.00      495.00    31543.00
     5623.68    30584.00      487.00    31459.00
     5626.50    30355.00      485.00    31425.00
     5629.32    30775.00      489.00    31317.00
     5632.13    30608.00      488.00    31040.00
     5634.95    29746.00      482.00    30562.00
     5637.77    29657.00      481.00    29914.00
     5640.59    28441.00      472.00    29166.00
     5643.41    27503.00      464.00    28387.00
     5646.22    26524.00      456.00    27632.00
     5649.04    26445.00      456.00    26934.00
     5651.87    26555.00      455.00    26300.00
     5654.71    25267.00      446.00    25770.00
     5657.52    24280.00      438.00    25275.00
     5660.36    24449.00      437.00    24836.00
     5663.19    23657.00      433.00    24448.00
     5666.02    23381.00      428.00    24107.00
     5668.86    23506.00      432.00    23807.00
     5671.69    22875.00      424.00    23542.00
     5674.52    23006.00      428.00    23310.00
     5677.35    22672.00      423.00    23106.00
     5680.20    22567.00      422.00    22926.00
     5683.04    22619.00      426.00    22762.00
     5685.87    23173.00      429.00    22627.00
     5688.72    22703.00      425.00    22512.00
     5691.57    22314.00      421.00    22418.00
     5694.41    21612.00      415.00    22351.00
     5697.26    21556.00      415.00    22324.00
     5700.11    21655.00      416.00    22371.00
     5702.96    22146.00      421.00    22564.00
     5705.81    22629.00      426.00    23046.00
     5708.66    23600.00      436.00    24055.00
     5711.50    24491.00      444.00    25959.00
     5714.37    28108.00      474.00    29240.00
     5717.23    33602.00      522.00    34264.00
     5720.08    41280.00      579.00    41119.00
     5722.94    49249.00      631.00    49466.00
     5725.81    58749.00      694.00    58282.00
     5728.67    66010.00      733.00    66180.00
     5731.54    72016.00      771.00    71864.00
     5734.40    75814.00      788.00    74596.00
     5737.28    76019.00      790.00    74391.00
     5740.14    73794.00      783.00    71887.00
     5743.00    70040.00      759.00    67961.00
     5745.88    66909.00      742.00    63405.00
     5748.76    61260.00      710.00    58819.00
     5751.62    56952.00      688.00    54548.00
     5754.49    51698.00      652.00    50701.00
     5757.37    48688.00      633.00    47298.00
     5760.25    44898.00      608.00    44396.00
     5763.13    42460.00      592.00    42007.00
     5766.02    39490.00      568.00    40172.00
     5768.91    39121.00      569.00    38982.00
     5771.79    38227.00      562.00    38524.00
     5774.67    37899.00      560.00    38869.00
     5777.55    38751.00      567.00    40042.00
     5780.44    40660.00      579.00    41986.00
     5783.34    44217.00      607.00    44477.00
     5786.23    46223.00      618.00    47125.00
     5789.13    48657.00      639.00    49459.00
     5792.02    51135.00      652.00    51033.00
     5794.92    50920.00      655.00    51652.00
     5797.81    51145.00      653.00    51302.00
     5800.72    51446.00      656.00    50352.00
     5803.61    50539.00      654.00    49249.00
     5806.51    49830.00      646.00    48346.00
     5809.42    48554.00      638.00    47817.00
     5812.33    47719.00      633.00    47645.00
     5815.24    48380.00      638.00    47707.00
     5818.15    47406.00      632.00    47913.00
     5821.06    47789.00      635.00    48288.00
     5823.97    49474.00      647.00    48942.00
     5826.88    50143.00      652.00    49932.00
     5829.79    51204.00      660.00    51142.00
     5832.69    52060.00      666.00    52255.00
     5835.60    51911.00      665.00    52872.00
     5838.53    52358.00      665.00    52706.00
     5841.45    51069.00      661.00    51730.00
     5844.36    48970.00      648.00    50236.00
     5847.29    48341.00      641.00    48739.00
     5850.21    46740.00      633.00    47955.00
     5853.14    47927.00      639.00    48711.00
     5856.06    50858.00      662.00    51845.00
     5858.99    57339.00      701.00    57999.00
     5861.93    67212.00      761.00    67352.00
     5864.85    80356.00      838.00    79054.00
     5867.78    92672.00      898.00    91492.00
     5870.72   103541.00      952.00   102533.00
     5873.66   110066.00      984.00   110069.00
     5876.60   114675.00     1005.00   112997.00
     5879.54   112584.00      997.00   111414.00
     5882.48   109247.00      982.00   106352.00
     5885.42   102176.00      950.00    99213.00
     5888.36    93900.00      910.00    91182.00
     5891.30    85872.00      870.00    83316.00
     5894.24    78817.00      833.00    75995.00
     5897.19    71195.00      787.00    69365.00
     5900.15    64819.00      755.00    63484.00
     5903.09    61115.00      733.00    58329.00
     5906.04    54900.00      691.00    53773.00
     5909.00    49761.00      662.00    49771.00
     5911.94    46873.00      642.00    46275.00
     5914.90    44306.00      622.00    43189.00
     5917.87    41141.00      599.00    40467.00
     5920.82    38627.00      584.00    38090.00
     5923.78    36936.00      569.00    36005.00
     5926.75    35011.00      554.00    34164.00
     5929.71    33032.00      541.00    32558.00
     5932.66    31548.00      527.00    31148.00
     5935.63    30318.00      517.00    29903.00
     5938.60    29353.00      509.00    28803.00
     5941.57    28483.00      501.00    27846.00
     5944.54    28128.00      499.00    27006.00
     5947.51    26550.00      485.00    26269.00
     5950.48    26218.00      482.00    25588.00
     5953.46    25895.00      480.00    25023.00
     5956.44    25148.00      471.00    24525.00
     5959.43    24352.00      466.00    24088.00
     5962.40    23530.00      458.00    23706.00
     5965.38    23675.00      458.00    23369.00
     5968.37    23409.00      458.00    23073.00
     5971.36    23079.00      453.00    22812.00
     5974.34    23277.00      458.00    22565.00
     5977.33    23425.00      457.00    22365.00
     5980.31    22867.00      454.00    22190.00
     5983.30    22803.00      452.00    22036.00
     5986.30    22051.00      445.00    21899.00
     5989.29    22105.00      448.00    21779.00
     5992.27    21966.00      445.00    21674.00
     5995.28    22089.00      446.00    21549.00
     5998.28    21799.00      444.00    21470.00
     6001.28    21615.00      442.00    21418.00
     6004.28    21330.00      440.00    21357.00
     6007.28    21654.00      443.00    21303.00
     6010.28    22452.00      452.00    21256.00
     6013.29    21700.00      445.00    21214.00
     6016.29    22248.00      450.00    21179.00
     6019.30    21889.00      445.00    21146.00
     6022.32    21356.00      442.00    21118.00
     6025.32    21569.00      445.00    21093.00
     6028.34    22108.00      448.00    21057.00
     6031.35    21849.00      448.00    20913.00
     6034.36    21718.00      447.00    20944.00
     6037.37    21447.00      443.00    20948.00
     6040.40    21456.00      443.00    20955.00
     6043.42    21628.00      448.00    20968.00
     6046.44    20926.00      439.00    20993.00
     6049.47    21568.00      446.00    21045.00
     6052.49    22167.00      454.00    21155.00
     6055.50    22068.00      452.00    21384.00
     6058.54    21940.00      451.00    21848.00
     6061.57    22645.00      458.00    22731.00
     6064.60    24436.00      476.00    24323.00
     6067.63    26843.00      500.00    26800.00
     6070.66    31015.00      538.00    30360.00
     6073.70    35852.00      579.00    34916.00
     6076.74    40221.00      611.00    40084.00
     6079.79    45207.00      652.00    45137.00
     6082.82    50174.00      688.00    49305.00
     6085.85    52763.00      706.00    52108.00
     6088.90    53497.00      708.00    53489.00
     6091.95    54106.00      717.00    53831.00
     6095.00    54165.00      714.00    53865.00
     6098.04    55081.00      724.00    54444.00
     6101.09    57210.00      735.00    56317.00
     6104.14    59837.00      757.00    59903.00
     6107.19    66562.00      796.00    64994.00
     6110.25    71681.00      827.00    70850.00
     6113.31    77778.00      863.00    76267.00
     6116.36    81287.00      888.00    80029.00
     6119.41    80886.00      882.00    81603.00
     6122.47    81052.00      884.00    81226.00
     6125.53    79716.00      877.00    79889.00
     6128.60    79201.00      875.00    79003.00
     6131.66    79812.00      879.00    79922.00
     6134.72    84587.00      906.00    83474.00
     6137.80    90534.00      935.00    89637.00
     6140.88    95807.00      968.00    97326.00
     6143.94   102415.00     1002.00   104680.00
     6147.00   108980.00     1036.00   109842.00
     6150.08   109779.00     1036.00   111535.00
     6153.16   107897.00     1032.00   109503.00
     6156.23   104469.00     1011.00   104491.00
     6159.31    97784.00      983.00    97786.00
     6162.39    90516.00      941.00    90763.00
     6165.47    85517.00      919.00    84622.00
     6168.55    80929.00      890.00    80323.00
     6171.64    79280.00      882.00    78596.00
     6174.73    80191.00      888.00    79912.00
     6177.83    82185.00      900.00    84253.00
     6180.90    87219.00      933.00    90935.00
     6183.98    94442.00      968.00    98715.00
     6187.08   100231.00      999.00   105985.00
     6190.17   105032.00     1024.00   111116.00
     6193.26   106973.00     1034.00   113033.00
     6196.37   105456.00     1023.00   111435.00
     6199.48   103904.00     1021.00   106784.00
     6202.57    97177.00      987.00   100063.00
     6205.67    90485.00      953.00    92303.00
     6208.77    82273.00      904.00    84319.00
     6211.88    74683.00      865.00    76716.00
     6214.98    69202.00      833.00    69814.00
     6218.09    62253.00      786.00    63636.00
     6221.19    57548.00      760.00    58196.00
     6224.30    51948.00      718.00    53430.00
     6227.43    48382.00      694.00    49247.00
     6230.54    45067.00      673.00    45610.00
     6233.65    42227.00      649.00    42434.00
     6236.77    38440.00      619.00    39647.00
     6239.89    37159.00      609.00    37216.00
     6243.02    34937.00      591.00    35094.00
     6246.14    32863.00      574.00    33197.00
     6249.26    31334.00      561.00    31586.00
     6252.39    30288.00      552.00    30179.00
     6255.51    28562.00      536.00    28956.00
     6258.64    27647.00      528.00    27880.00
     6261.76    27213.00      525.00    26945.00
     6264.88    26108.00      514.00    26129.00
     6268.02    26053.00      512.00    25413.00
     6271.16    24940.00      504.00    24788.00
     6274.29    24936.00      504.00    24245.00
     6277.43    24698.00      500.00    23693.00
     6280.56    24038.00      496.00    23286.00
     6283.70    23360.00      487.00    22981.00
     6286.86    23414.00      488.00    22673.00
     6290.00    22994.00      486.00    22407.00
     6293.14    22772.00      482.00    22175.00
     6296.29    22958.00      484.00    21974.00
     6299.45    22197.00      477.00    21802.00
     6302.59    22084.00      478.00    21657.00
     6305.73    22736.00      483.00    21543.00
     6308.88    21717.00      473.00    21352.00
     6312.03    21254.00      468.00    21343.00
     6315.19    21143.00      467.00    21422.00
     6318.36    21501.00      469.00    21645.00
     6321.53    23139.00      490.00    22084.00
     6324.68    23013.00      489.00    22804.00
     6327.84    24018.00      500.00    23836.00
     6331.01    24968.00      508.00    25156.00
     6334.18    26772.00      529.00    26653.00
     6337.33    27383.00      535.00    28207.00
     6340.50    29347.00      552.00    29823.00
     6343.67    30716.00      568.00    31730.00
     6346.84    33154.00      588.00    34479.00
     6350.03    38315.00      633.00    38847.00
     6353.20    46230.00      699.00    45706.00
     6356.37    55479.00      764.00    55366.00
     6359.55    69611.00      858.00    67541.00
     6362.74    83121.00      940.00    80670.00
     6365.92    93558.00     1000.00    92572.00
     6369.11   101405.00     1043.00   101107.00
     6372.29   106520.00     1070.00   104993.00
     6375.48   106631.00     1072.00   104188.00
     6378.66   101298.00     1045.00    99682.00
     6381.85    95725.00     1016.00    92918.00
     6385.03    87450.00      971.00    85238.00
     6388.22    80392.00      931.00    77587.00
     6391.42    72929.00      882.00    70441.00
     6394.62    66047.00      844.00    64040.00
     6397.80    58701.00      795.00    58431.00
     6401.00    54842.00      766.00    53506.00
     6404.21    49371.00      730.00    49217.00
     6407.40    45169.00      695.00    45495.00
     6410.62    42644.00      676.00    42265.00
     6413.82    39544.00      655.00    39516.00
     6417.02    37234.00      633.00    37207.00
     6420.24    35627.00      620.00    35316.00
     6423.45    33602.00      602.00    33842.00
     6426.67    32660.00      594.00    32751.00
     6429.88    30758.00      577.00    31969.00
     6433.10    30865.00      579.00    31384.00
     6436.32    30128.00      572.00    30864.00
     6439.53    29625.00      568.00    30293.00
     6442.75    29624.00      568.00    29611.00
     6445.96    28805.00      561.00    28819.00
     6449.18    27490.00      549.00    27960.00
     6452.41    26900.00      541.00    27088.00
     6455.64    27100.00      546.00    26257.00
     6458.86    25438.00      529.00    25501.00
     6462.09    25090.00      524.00    24823.00
     6465.32    25100.00      527.00    24227.00
     6468.55    23768.00      511.00    23706.00
     6471.80    24144.00      515.00    23250.00
     6475.03    23048.00      506.00    22857.00
     6478.26    22326.00      496.00    22550.00
     6481.51    22473.00      498.00    22251.00
     6484.75    23580.00      511.00    21992.00
     6488.00    22500.00      500.00    21767.00
     6491.25    22125.00      496.00    21572.00
     6494.49    21670.00      491.00    21403.00
     6497.74    21689.00      492.00    21256.00
     6500.98    22078.00      497.00    21130.00
     6504.23    20888.00      484.00    21009.00
     6507.48    21252.00      488.00    20917.00
     6510.73    21140.00      488.00    20840.00
     6513.99    21241.00      487.00    20775.00
     6517.25    20652.00      483.00    20724.00
     6520.50    20924.00      486.00    20690.00
     6523.76    20741.00      483.00    20679.00
     6527.02    20562.00      483.00    20754.00
     6530.28    21749.00      495.00    20872.00
     6533.56    21853.00      497.00    21043.00
     6536.82    21345.00      494.00    21693.00
     6540.08    22802.00      508.00    22980.00
     6543.36    24574.00      528.00    25361.00
     6546.63    27825.00      562.00    29374.00
     6549.91    34910.00      631.00    35494.00
     6553.19    44942.00      716.00    43830.00
     6556.47    55225.00      796.00    53864.00
     6559.74    65541.00      869.00    64345.00
     6563.02    75066.00      931.00    73578.00
     6566.30    79390.00      959.00    80002.00
     6569.57    81831.00      975.00    82777.00
     6572.85    84359.00      991.00    82006.00
     6576.14    78481.00      952.00    78529.00
     6579.44    74440.00      932.00    73533.00
     6582.73    70614.00      904.00    68166.00
     6586.02    64773.00      870.00    63352.00
     6589.31    59981.00      834.00    59851.00
     6592.60    58387.00      827.00    58348.00
     6595.90    59729.00      833.00    59474.00
     6599.21    63345.00      859.00    63651.00
     6602.50    70976.00      915.00    70690.00
     6605.79    78709.00      961.00    79638.00
     6609.10    88425.00     1021.00    88838.00
     6612.40    93621.00     1052.00    96206.00
     6615.71    98270.00     1080.00   100154.00
     6619.02    97800.00     1078.00   100083.00
     6622.33    95004.00     1063.00    96455.00
     6625.64    90258.00     1037.00    90395.00
     6628.94    84939.00     1006.00    83152.00
     6632.27    76928.00      953.00    75685.00
     6635.59    70188.00      915.00    68640.00
     6638.90    64147.00      875.00    62315.00
     6642.22    56656.00      818.00    56712.00
     6645.54    51418.00      784.00    51829.00
     6648.87    47769.00      752.00    47585.00
     6652.19    44105.00      727.00    43908.00
     6655.51    40019.00      690.00    40718.00
     6658.85    37221.00      666.00    37942.00
     6662.17    34993.00      649.00    35549.00
     6665.50    32749.00      625.00    33474.00
     6668.84    31137.00      610.00    31668.00
     6672.17    30552.00      605.00    30104.00
     6675.51    29043.00      591.00    28749.00
     6678.85    27660.00      577.00    27576.00
     6682.19    26264.00      563.00    26560.00
     6685.53    25424.00      554.00    25679.00
     6688.87    24584.00      546.00    24916.00
     6692.20    24317.00      543.00    24254.00
     6695.56    24423.00      542.00    23679.00
     6698.91    23098.00      530.00    23180.00
     6702.25    23381.00      534.00    22750.00
     6705.60    22860.00      526.00    22375.00
     6708.96    22851.00      529.00    22050.00
     6712.31    22260.00      520.00    21768.00
     6715.68    22861.00      528.00    21523.00
     6719.03    21751.00      518.00    21311.00
     6722.39    21408.00      512.00    21127.00
     6725.75    21948.00      519.00    20966.00
     6729.12    21234.00      511.00    20822.00
     6732.48    22028.00      523.00    20616.00
     6735.83    21324.00      513.00    20521.00
     6739.20    21347.00      514.00    20439.00
